!-----------------------------------
!  Radioastron Input Catalog v029  !
!-----------------------------------
!
! If you would like to change something in this catalog
! please contact Kirill Sokolovsky <kirx@kirx.net>
!
! ----****#### WSRT calibrators ####****----
   source='0134+329', 'J0137+3309', '3C48'  RA=01:37:41.299440  DEC=+33:09:35.13299  equinox='J2000'  rem='WSRT calibrator, rfc_2013d Petrov, 2013, unpublished 140 observations' /
   source='0538+498', 'J0542+4951', '3C147' RA=05:42:36.137900  DEC=+49:51:07.23375  equinox='J2000'  rem='WSRT calibrator, rfc_2013d Petrov, 2013, unpublished 1742 observations' /
   source='1328+307', 'J1331+3030', '3C286' RA=13:31:08.288070  DEC=+30:30:32.95924  equinox='J2000'  rem='WSRT calibrator, not for 92cm, rfc_2013d Petrov, 2013, unpublished 542 observations' /
   source='1409+524', 'J1411+5212', '3C295' RA=14:11:20.407581  DEC=+52:12:11.29094  equinox='J2000'  rem='WSRT calibrator, 92cm only, rfc_2013d Petrov, 2013, unpublished 6 observations' /
! ----****#### Pulsars (the AO2 pulsar list) ####****----
!   source='J0218+4232'             RA=02:18:06.351000 DEC=+42:32:17.43000 equinox='J2000' rem='PSR GP DM=61.252' /
   source='B0329+54', 'J0332+5434' RA=03:32:59.368000 DEC=+54:34:43.57000 equinox='J2000' rem='PSR High dispersed DM=26.833, RA-AO2-01' /
!   source='B0355+54', 'J0358+5413' RA=03:58:53.716500 DEC=+54:13:13.72700 equinox='J2000' rem='PSR High dispersed DM= 57.1420' /
   source='J0437-4715'             RA=04:37:15.883250 DEC=-47:15:09.03186 equinox='J2000' rem='PSR Low dispersed DM=2.64476, RA-AO2-06' /
   source='B0525+21', 'J0528+2200' RA=05:28:52.264000 DEC=+22:00:04.00000 equinox='J2000' rem='PSR High dispersed DM=50.937, RA-AO2-06' /
   source='CRAB', 'J0534+2200','B0531+21' RA=05:34:31.973000 DEC=+22:00:52.06000 equinox='J2000' rem='PSR GP DM=56.791, RA-AO2-05' /
!   source='J0537-6910'             RA=05:37:47.416000 DEC=-69:10:19.88000 equinox='J2000' rem='PSR GP DM=146' /
!   source='B0540-69', 'J0540-6919' RA=05:40:11.202000 DEC=-69:19:54.17000 equinox='J2000' rem='PSR GP DM=146.5 Crab-like pulsar in BMC' /
   source='B0809+74', 'J0814+7429' RA=08:14:59.500000 DEC=+74:29:05.70000 equinox='J2000' rem='PSR Low dispersed DM=5.75, RA-AO2-06' /
   source='B0823+26', 'J0826+2637' RA=08:26:51.383300 DEC=+26:37:23.79000 equinox='J2000' rem='PSR Low dispersed DM=19.454, RA-AO2-06' /
   source='B0834+06', 'J0837+0610' RA=08:37:05.642000 DEC=+06:10:14.56000 equinox='J2000' rem='PSR Low dispersed DM=12.889, RA-AO2-06' /
   source='VELA', 'J0835-4510', 'B0833-45' RA=08:35:20.680000 DEC=-45:10:35.70000 equinox='J2000' rem='PSR High dispersed DM=67.99, RA-AO2-01' /
   source='B0919+06', 'J0922+0638' RA=09:22:14.022    DEC=+06:38:23.30    equinox='J2000' rem='PSR DM=27.271, position from 2004MNRAS.353.1311H, RA-AO2-06' /
   source='B0950+08', 'J0953+0755' RA=09:53:09.309700 DEC=+07:55:35.75000 equinox='J2000' rem='PSR Low dispersed DM=2.958, RA-AO2-06' /
!   source='J1012-5830'             RA=10:12:54.900000 DEC=-58:30:25.60000 equinox='J2000' rem='PSR GP DM=294' /
   source='B1133+16', 'J1136+1551' RA=11:36:03.247700 DEC=+15:51:04.48000 equinox='J2000' rem='PSR Low dispersed DM=4.864, RA-AO2-06' /
   source='B1237+25', 'J1239+2453' RA=12:39:40.461400 DEC=+24:53:49.29000 equinox='J2000' rem='PSR Low dispersed DM=9.242, RA-AO2-06' /
!   source='B1508+55', 'J1509+5531' RA=15:09:25.629800 DEC=+55:31:32.39400 equinox='J2000' rem='PSR High dispersed DM=19.613' /
   source='B1641-45', 'J1644-4559' RA=16:44:49.281000 DEC=-45:59:09.50000 equinox='J2000' rem='PSR High dispersed DM=478.8, RA-AO2-01' /
   source='B1642-03', 'J1645-0317' RA=16:45:02.041400 DEC=-03:17:58.32000 equinox='J2000' rem='PSR High dispersed DM=35.727, RA-AO2-01, RA-AO2-06' /
!   source='J1701-3006'             RA=17:01:12.822200 DEC=-30:06:51.82000 equinox='J2000' rem='PSR GP DM=113.291' /
   source='B1749-28', 'J1752-2806' RA=17:52:58.689600 DEC=-28:06:37.30000 equinox='J2000' rem='PSR High dispersed DM=50.372, RA-AO2-01' /
   source='B1818-04', 'J1820-0427' RA=18:20:52.600000 DEC=-04:27:38.10000 equinox='J2000' rem='PSR High dispersed DM= 84.435, RA-AO2-01' /
!   source='B1820-30A', 'J1823-3021' RA=18:23:40.487010 DEC=-30:21:40.12700 equinox='J2000' rem='PSR GP DM=86.8797' /
!   source='B1821-24A', 'J1824-2452' RA=18:24:32.007960 DEC=-24:52:10.82400 equinox='J2000' rem='PSR GP DM=120.502' /
!   source='J1843-1113'             RA=18:43:41.262250 DEC=-11:13:31.05200 equinox='J2000' rem='PSR GP DM=59.96' /
   source='B1859+03'               RA=19:01:31.781    DEC=+03:31:05.92    equinox='J2000' rem='PSR DM=402.080, position from 2004MNRAS.353.1311H, RA-AO2-01' /
   source='B1919+21', 'J1921+2153' RA=19:21:44.815000 DEC=+21:53:02.25000 equinox='J2000' rem='PSR Low dispersed DM=12.455, RA-AO2-06' /
   source='B1929+10', 'J1932+1059' RA=19:32:13.949700 DEC=+10:59:32.42000 equinox='J2000' rem='PSR Low dispersed DM=3.180, RA-AO2-06' /
   source='B1933+16', 'J1932+1059' RA=19:35:47.825900 DEC=+16:16:39.98600 equinox='J2000' rem='PSR High dispersed DM=158.521, RA-AO2-01' /
!   source='B1937+21', 'J1939+2134' RA=19:39:38.550000 DEC=+21:34:59.10000 equinox='J2000' rem='PSR GP,High dispersed DM=71.0398' /
   source='B1946+35', 'J1948+3540' RA=19:48:25.006700 DEC=+35:40:11.05700 equinox='J2000' rem='PSR DM=129.075, RA-AO2-01' /
!   source='B1957+20', 'J1959+2048' RA=19:59:36.769880 DEC=+20:48:15.12220 equinox='J2000' rem='PSR GP, High dispersed DM=29.1168' /
   source='B2016+28', 'J2018+2839' RA=20:18:03.833300 DEC=+28:39:54.21200 equinox='J2000' rem='PSR Low dispersed DM=14.172, RA-AO2-06' /
!   source='J2022+3842'             RA=20:22:21.689000 DEC=+38:42:14.82000 equinox='J2000' rem='PSR GP, High dispersed DM=429.1' /
!   source='B2020+28', 'J2022+2854' RA=20:22:37.067100 DEC=+28:54:23.10400 equinox='J2000' rem='PSR Low/high dispersed DM=24.640' /
!   source='B2021+51', 'J2022+5154' RA=20:22:49.873000 DEC=+51:54:50.23300 equinox='J2000' rem='PSR High dispersed DM=22.648' /
!   source='B2111+46', 'J2113+4644' RA=21:13:24.307000 DEC=+46:44:08.70000 equinox='J2000' rem='PSR High dispersed DM=141.26' /
!   source='B2217+47', 'J2219+4754' RA=22:19:48.139000 DEC=+47:54:53.93000 equinox='J2000' rem='PSR High dispersed DM=43.519' /
! ----****#### Masers ####****----
!   source='S_PERSEI_OH'   RA=02:22:51.7106  DEC=58:35:11.444   equinox='J2000' rem='OH  maser; positions for H2O maser from  2010ApJ721...267Asaki' /
!   source='S_PERSEI_H2O'  RA=02:22:51.7106  DEC=58:35:11.444   equinox='J2000' rem='H2O maser; positions from  2010ApJ721...267Asaki' /
   source='V645_CYG', 'V645_CYG_H2O'  RA=21:39:58.27171 DEC=50:14:21.0140  equinox='J2000' rem='H2O maser; positions from 2010PASJ62...101OH, RA-AO2-13' /
   source='CEP_A_OH', 'CEPHEUS_A_OH'       RA=22:56:17.87    DEC=62:01:48.6     equinox='J2000' rem='OH maser; positions from 2005ApJS160...220Fish, RA-AO2-08, RA-AO2-13' /
   source='CEP_HW3_H2O', 'CEPHEUS_A_HW3_H2O'  RA=22:56:18.1753  DEC=62:01:46.2114  equinox='J2000' rem='H2O maser; positions from 2012ApJ748...146Chibueze, RA-AO2-08' /
   source='CEP_HW2_H2O', 'CEPHEUS_A_HW2_H2O'  RA=22:56:17.9779  DEC=62:01:49.4421  equinox='J2000' rem='H2O maser; positions from 2003ApJ586...306Gallimore, RA-AO2-08' / 
!   source='NGC7538_OH'    RA=23:13:45.34    DEC=61:28:10.1     equinox='J2000' rem='OH maser; positions from 2000ApJS...129Argon' / 
!   source='NGC7538_H2O'   RA=23:13:45.3622  DEC=61:28:10.507   equinox='J2000' rem='H2O maser; positions from ' /
   source='N113_H2O'      RA=05:13:25.15    DEC=-69:22:45.4    equinox='J2000' rem='H2O maser; positions from 2010MNRAS404..779Ellingsen, RA-AO2-13'/
!   source='G294.511-1.621_OH'       RA=11:35:32.22    DEC=-63:14:42.6    equinox='J2000' rem='OH maser; positions from 1998MNRAS297...215Caswell'/
   source='CIRCINUS', 'CIRCINUS_H2O'  RA=14:13:09.95    DEC=-65:20:21.2    equinox='J2000' rem='H2O maser; positions from ApJ2003590...162Greenhill, RA-AO2-13'/
   source='IRAS1510', 'IRAS15103-5754_H2O' RA=15:14:18.400   DEC=-58:05:21.0    equinox='J2000' rem='H2O WF maser; positions from Simbad, RA-AO2-13'/
!   source='G330.878-0.367_OH'   RA=16:10:20.01    DEC=-52:06:07.7    equinox='J2000' rem='OH maser; positions from 1998MNRAS297...215Caswell'/
   source='IRAS1629', 'IRAS16293-2422_H2O'     RA=16:32:22.82048 DEC=-24:28:36.3172 equinox='J2000' rem='H2O maser; positions from 2007PASJ59...1107H, RA-AO2-13' /
   source='G351.417+0', 'G351.417+0.645_OH'   RA=17:20:53.39    DEC=-35:47:01.8    equinox='J2000' rem='OH maser; positions from 1998MNRAS297...215Caswell, RA-AO2-13'/
   source='G351.775-0', 'G351.775-0.536_OH'   RA=17:26:42.56    DEC=-36:09:17.6    equinox='J2000' rem='OH maser; positions from 1998MNRAS297...215Caswell, RA-AO2-13'/
!  Southern H2O maser positions from S.Breen et.al. (2010, MNRAS, 406, 1487 & 2011, MNRAS, 416,178)
!   source='G284.351-0.418_H2O' RA=10:24:10.92 DEC=-57:52:33.9  equinox='J2000' rem='H2O maser' /
!   source='G291.271-0.719_H2O' RA=11:11:49.82 DEC=-61:18:53.8  equinox='J2000' rem='H2O maser' /
!   source='G291.284-0.716_H2O' RA=11:11:56.68 DEC=-61:19:00.9  equinox='J2000' rem='H2O maser' /
!   source='G291.579-0.431_H2O' RA=11:15:05.77 DEC=-61:09:39.5  equinox='J2000' rem='H2O maser' /
!   source='G299.013+0.128_H2O' RA=12:17:24.65 DEC=-62:29:04.4  equinox='J2000' rem='H2O maser' /
!   source='G300.504-0.176_H2O' RA=12:30:03.60 DEC=-62:56:48.3  equinox='J2000' rem='H2O maser' /
!   source='G301.136-0.226_H2O' RA=12:35:34.92 DEC=-63:02:31.0  equinox='J2000' rem='H2O maser' /
!   source='G305.362+0.150_H2O' RA=13:12:35.87 DEC=-62:37:18.9  equinox='J2000' rem='H2O maser' /
!   source='G305.799-0.245_H2O' RA=13:16:42.92 DEC=-62:58:31.7  equinox='J2000' rem='H2O maser' /
!   source='G318.050+0.087_H2O' RA=14:53:42.62 DEC=-59:08:52.3  equinox='J2000' rem='H2O maser' /
!   source='G323.740-0.263_H2O' RA=15:31:45.48 DEC=-56:30:49.6  equinox='J2000' rem='H2O maser' /
!   source='G326.670+0.554_H2O' RA=15:44:57.03 DEC=-54:07:10.6  equinox='J2000' rem='H2O maser' /
!   source='G326.662+0.521_H2O' RA=15:45:02.73 DEC=-54:09:03.3  equinox='J2000' rem='H2O maser' /
!   source='G327.402+0.445_H2O' RA=15:49:19.32 DEC=-53:45:13.8  equinox='J2000' rem='H2O maser' /
!   source='G327.291-0.578_H2O' RA=15:53:07.65 DEC=-54:37:07.2  equinox='J2000' rem='H2O maser' /
!   source='G328.306+0.432_H2O' RA=15:54:05.91 DEC=-53:11:37.4  equinox='J2000' rem='H2O maser' /
!   source='G328.254-0.532_H2O' RA=15:57:59.69 DEC=-53:58:00.7  equinox='J2000' rem='H2O maser' /
!   source='G330.954-0.182_H2O' RA=16:09:52.65 DEC=-51:54:54.6  equinox='J2000' rem='H2O maser' /
!   source='G331.132-0.244_H2O' RA=16:10:59.73 DEC=-51:50:22.5  equinox='J2000' rem='H2O maser' /
!   source='G331.512-0.103_H2O' RA=16:12:10.01 DEC=-51:28:36.7  equinox='J2000' rem='H2O maser' /
!   source='G331.442-0.187_H2O' RA=16:12:12.46 DEC=-51:35:09.3  equinox='J2000' rem='H2O maser' /
!   source='G333.234-0.060_H2O' RA=16:19:50.85 DEC=-50:15:09.7  equinox='J2000' rem='H2O maser' /
!   source='G336.018-0.827_H2O' RA=16:35:09.35 DEC=-48:46:47.7  equinox='J2000' rem='H2O maser' /
!   source='G336.994-0.027_H2O' RA=16:35:34.01 DEC=-47:31:12.2  equinox='J2000' rem='H2O maser' /
!   source='G337.404-0.402_H2O' RA=16:38:50.57 DEC=-47:28:00.8  equinox='J2000' rem='H2O maser' /
!   source='G337.916-0.477_H2O' RA=16:41:10.49 DEC=-47:08:02.9  equinox='J2000' rem='H2O maser' /
!   source='G338.925+0.556_H2O' RA=16:40:33.63 DEC=-45:41:37.9  equinox='J2000' rem='H2O maser' /
!   source='G341.218-0.212_H2O' RA=16:52:17.92 DEC=-44:26:51.6  equinox='J2000' rem='H2O maser' /
!   source='G343.127-0.063_H2O' RA=16:58:17.29 DEC=-42:52:06.6  equinox='J2000' rem='H2O maser' /
!   source='G345.699-0.090_H2O' RA=17:06:50.72 DEC=-40:50:58.9  equinox='J2000' rem='H2O maser' /
!   source='G349.092+0.105_H2O' RA=17:16:24.66 DEC=-37:59:45.4  equinox='J2000' rem='H2O maser' /
!   source='G348.726-1.038_H2O' RA=17:20:06.42 DEC=-38:57:13.2  equinox='J2000' rem='H2O maser' /
!   source='G351.243+0.671_H2O' RA=17:20:17.76 DEC=-35:54:42.8  equinox='J2000' rem='H2O maser' /
!   source='G351.417+0.646_H2O' RA=17:20:53.29 DEC=-35:46:58.3  equinox='J2000' rem='H2O maser' /
!   source='G351.582-0.353_H2O' RA=17:25:25.35 DEC=-36:12:44.0  equinox='J2000' rem='H2O maser' /
!   source='G353.273+0.641_H2O' RA=17:26:01.57 DEC=-34:15:14.7  equinox='J2000' rem='H2O maser' /
!   source='G352.630-1.067_H2O' RA=17:31:13.94 DEC=-35:44:08.8  equinox='J2000' rem='H2O maser' /
!   source='G359.137+0.032_H2O' RA=17:43:25.61 DEC=-29:39:18.6  equinox='J2000' rem='H2O maser' /
!   source='G0.547-0.851_H2O'   RA=17:50:14.52 DEC=-28:54:28.8  equinox='J2000' rem='H2O maser' /
!   source='G10.473+0.027_H2O'  RA=18:08:38.30 DEC=-19:51:48.8  equinox='J2000' rem='H2O maser' /
!   source='G10.623-0.383_H2O'  RA=18:10:28.57 DEC=-19:55:49.4  equinox='J2000' rem='H2O maser' /
!   source='G12.209-0.102_H2O'  RA=18:12:39.88 DEC=-18:24:17.1  equinox='J2000' rem='H2O maser' /
!   source='G12.681-0.183_H2O'  RA=18:13:54.82 DEC=-18:01:47.0  equinox='J2000' rem='H2O maser' /
!   source='G11.498-1.486_H2O'  RA=18:16:22.32 DEC=-19:41:26.1  equinox='J2000' rem='H2O maser' /
!   source='G15.028-0.673_H2O'  RA=18:20:23.04 DEC=-16:11:48.4  equinox='J2000' rem='H2O maser' /
!   source='G17.638+0.156_H2O'  RA=18:22:26.45 DEC=-13:30:12.4  equinox='J2000' rem='H2O maser' /
!   source='G25.650+1.050_H2O'  RA=18:34:20.84 DEC=-05:59:42.2  equinox='J2000' rem='H2O maser' /
! New maser for AO2 from Alexei Alakoz
   source='IC1396N', 'IC1396N_H2O'        RA=21:40:41.75 DEC=+58:16:11.9  equinox='J2000' rem='H2O maser, RA-AO2-17' /
! Clock offset calibrator for ON1
   source= '2113+293', 'J2115+2933' RA= 21:15:29.413455  DEC=+29:33:38.36687 equinox='J2000' rem='clock offset calibrator for ON1, rfc_2013d Petrov, 2013, unpublished 41166 observations' /
! ----****#### AGN for imaging requested in RA-AO2-11 (most are already in the AGN survey sample) ####****----
   source='1845+797', 'J1842+7946', '3C390.3' RA=18:42:08.989892  DEC=+79:46:17.12812 equinox='J2000' rem='ImgTarget, rfc_2013d Petrov, 2013, unpublished 1241 observations, RA-AO2-11' /
! ----****#### CSOs for imaging requested in RA-AO2-09 ####****----
   source='0108+388', 'J0111+3906' RA=01:11:37.316752  DEC=+39:06:28.10384 equinox='J2000' rem='CSO, rfc_2013d Petrov, 2013, unpublished 738 observations, RA-AO2-09' /
   source='0646+600', 'J0650+6001' RA=06:50:31.254393  DEC=+60:01:44.55542 equinox='J2000' rem='CSO, rfc_2013d Petrov, 2013, unpublished 115 observations, RA-AO2-09' /
   source='0742+103', 'J0745+1011' RA=07:45:33.059523  DEC=+10:11:12.69222 equinox='J2000' rem='CSO, rfc_2013d Petrov, 2013, unpublished 11577 observations, RA-AO2-09' /
   source='1509+054', 'J1511+0518' RA=15:11:41.266367  DEC=+05:18:09.25875 equinox='J2000' rem='CSO, rfc_2013d Petrov, 2013, unpublished 313 observations, RA-AO2-09' /
! ----****#### Mrk 501 requested in RA-AO2-04 ####****----
   source='1652+398', 'J1653+3945', 'MRK501' RA=16:53:52.216683  DEC=+39:45:36.60881 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 6490 observations, RA-AO2-04' /
! ----****#### High-z AGN (most are already in the AGN survey sample) ####****----
   source='0014+813', 'J0017+8135' RA=00:17:08.474899 DEC=+81:35:08.13656 equinox='J2000' rem='HIGHz, rfc_2013d Petrov, 2013, unpublished 73794 observations, RA-AO2-03' /
   source='0749+426', 'J0753+4231' RA=07:53:03.337499 DEC=+42:31:30.76523 equinox='J2000' rem='HIGHz, rfc_2013d Petrov, 2013, unpublished 80 observations, RA-AO2-03' /
   source='1713+218', 'J1715+2145' RA=17:15:21.257012 DEC=+21:45:31.70121 equinox='J2000' rem='HIGHz, rfc_2013d Petrov, 2013, unpublished 50 observations, RA-AO2-03' /
! ----****#### Additional AGN for the survey ####****----
!   source='1125+596', 'J1128+5925' RA=11:28:13.340665 DEC=+59:25:14.79849 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 419 observations, IDV Quasar (z=1.795) suggested by Thomas Krichbaum' /
!   source='1600-489', 'J1603-4904' RA=16:03:50.684533 DEC=-49:04:05.50492 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 51 observations, possible gamma-ray bright CSO' /
   source='2022-077', 'J2025-0735' RA=20:25:40.660411 DEC=-07:35:52.68916 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 81 observations, RA-AO2-12' /
! ----****#### Original KSP AGN survey sample ####****----
   source='0003-066', 'J0006-0623' RA=00:06:13.892888 DEC=-06:23:35.33541 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 33141 observations, RA-AO2-12' /
   source='0016+731', 'J0019+7327' RA=00:19:45.786355 DEC=+73:27:30.01760 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 63799 observations, RA-AO2-12' /
   source='0048-097', 'J0050-0929' RA=00:50:41.317387 DEC=-09:29:05.21037 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 46175 observations, RA-AO2-12' /
   source='0059+581', 'J0102+5824' RA=01:02:45.762378 DEC=+58:24:11.13660 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 319479 observations, RA-AO2-11, RA-AO2-12' /
   source='0106+013', 'J0108+0135' RA=01:08:38.771107 DEC=+01:35:00.31717 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 46104 observations, RA-AO2-12' /
   source='0106+612', 'J0109+6133' RA=01:09:46.344314 DEC=+61:33:30.45573 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 321 observations, RA-AO2-12' /
   source='0119+115', 'J0121+1149' RA=01:21:41.595043 DEC=+11:49:50.41305 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 47881 observations, RA-AO2-12' /
   source='0122-003', 'J0125-0005' RA=01:25:28.843826 DEC=-00:05:55.93215 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 101 observations, RA-AO2-12' /
   source='0133+476', 'J0136+4751' RA=01:36:58.594805 DEC=+47:51:29.10004 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 178454 observations, RA-AO2-12' /
   source='0149+218', 'J0152+2207' RA=01:52:18.059044 DEC=+22:07:07.69974 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2624 observations, RA-AO2-12' /
   source='0201+113', 'J0203+1134' RA=02:03:46.657061 DEC=+11:34:45.40942 equinox='J2000' rem='AGN, HIGHz, rfc_2013d Petrov, 2013, unpublished 18135 observations, RA-AO2-03, RA-AO2-12' /
   source='0202+149', 'J0204+1514' RA=02:04:50.413896 DEC=+15:14:11.04358 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 37010 observations, RA-AO2-12' /
   source='0202+319', 'J0205+3212' RA=02:05:04.925361 DEC=+32:12:30.09541 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 4207 observations, RA-AO2-12' /
   source='0208-512', 'J0210-5101' RA=02:10:46.200426 DEC=-51:01:01.89180 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 6995 observations, RA-AO2-12' /
   source='0215+015', 'J0217+0144' RA=02:17:48.954755 DEC=+01:44:49.69903 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 14210 observations, RA-AO2-12' /
   source='0212+735', 'J0217+7349' RA=02:17:30.813373 DEC=+73:49:32.62180 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 48731 observations, RA-AO2-12' /
   source='0234+285', 'J0237+2848' RA=02:37:52.405678 DEC=+28:48:08.98999 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 57147 observations, RA-AO2-12' /
   source='0235+164', 'J0238+1636' RA=02:38:38.930107 DEC=+16:36:59.27452 equinox='J2000' rem='AGN, IDV, rfc_2013d Petrov, 2013, unpublished 65224 observations, RA-AO2-12' /
   source='0300+470', 'J0303+4716' RA=03:03:35.242224 DEC=+47:16:16.27546 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 26473 observations, RA-AO2-12' /
   source='0307+380', 'J0310+3814' RA=03:10:49.879926 DEC=+38:14:53.83785 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 9270 observations, RA-AO2-12' /
   source='0316+413', 'J0319+4130', '3C84' RA=03:19:48.160114 DEC=+41:30:42.10559 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 15448 observations, RA-AO2-12' /
   source='0322+222', 'J0325+2224' RA=03:25:36.814357 DEC=+22:24:00.36553 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 12934 observations, RA-AO2-12' /
   source='0333+321', 'J0336+3218', 'NRAO140' RA=03:36:30.107611 DEC=+32:18:29.34220 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 3693 observations, RA-AO2-12' /
   source='0336-019', 'J0339-0146', 'CTA26' RA=03:39:30.937788 DEC=-01:46:35.80419 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 81923 observations, RA-AO2-12' /
   source='0340+362', 'J0343+3622' RA=03:43:28.952413 DEC=+36:22:12.42969 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 1281 observations, RA-AO2-12' /
   source='0346-279', 'J0348-2749' RA=03:48:38.144579 DEC=-27:49:13.56570 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1482 observations, RA-AO2-12' /
   source='0356+322', 'J0359+3220' RA=03:59:44.912919 DEC=+32:20:47.15555 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 88 observations, RA-AO2-12' /
   source='0355+508', 'J0359+5057', 'NRAO150' RA=03:59:29.747271 DEC=+50:57:50.16179 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 19270 observations, RA-AO2-12' /
   source='0403-132', 'J0405-1308' RA=04:05:34.003395 DEC=-13:08:13.69083 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1366 observations, RA-AO2-12' /
   source='0405-385', 'J0406-3826' RA=04:06:59.035337 DEC=-38:26:28.04239 equinox='J2000' rem='AGN, IDV, rfc_2013d Petrov, 2013, unpublished 3182 observations, RA-AO2-12' /
   source='0406+121', 'J0409+1217' RA=04:09:22.008713 DEC=+12:17:39.84767 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 1297 observations, RA-AO2-12' /
   source='0415+379', 'J0418+3801' RA=04:18:21.277237 DEC=+38:01:35.80020 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 200 observations, RA-AO2-12' /
   source='0420+022', 'J0422+0219' RA=04:22:52.214653 DEC=+02:19:26.93072 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 4720 observations, RA-AO2-12' /
   source='0420-014', 'J0423-0120' RA=04:23:15.800727 DEC=-01:20:33.06557 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 44901 observations, RA-AO2-12' /
   source='0422+004', 'J0424+0036' RA=04:24:46.842063 DEC=+00:36:06.32936 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 2320 observations, RA-AO2-12' /
   source='0426-380', 'J0428-3756' RA=04:28:40.424280 DEC=-37:56:19.58056 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 465 observations, RA-AO2-12' /
   source='0430+052', 'J0433+0521', '3C120' RA=04:33:11.095533 DEC=+05:21:15.61916 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 9633 observations, RA-AO2-12' /
   source='0446+112', 'J0449+1121' RA=04:49:07.671104 DEC=+11:21:28.59635 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 10808 observations, RA-AO2-12' /
   source='0451-282', 'J0453-2807' RA=04:53:14.646791 DEC=-28:07:37.32655 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 1096 observations, RA-AO2-12' /
   source='0454-463', 'J0455-4615' RA=04:55:50.772517 DEC=-46:15:58.67994 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 81 observations, RA-AO2-12' /
   source='0454-234', 'J0457-2324' RA=04:57:03.179228 DEC=-23:24:52.02024 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 69420 observations, RA-AO2-12' /
   source='0458-020', 'J0501-0159' RA=05:01:12.809884 DEC=-01:59:14.25635 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 55142 observations, RA-AO2-12' /
   source='0459+135', 'J0502+1338' RA=05:02:33.219517 DEC=+13:38:10.95887 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 364 observations, RA-AO2-12' /
   source='0506-612', 'J0506-6109' RA=05:06:43.988735 DEC=-61:09:40.99380 equinox='J2000' rem='AGN, rfc_2013d Petrov, 2013, unpublished 496 observations, RA-AO2-12' /
   source='0506+056', 'J0509+0541' RA=05:09:25.964476 DEC=+05:41:35.33359 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 207 observations, RA-AO2-12' /
   source='0507+179', 'J0510+1800' RA=05:10:02.369131 DEC=+18:00:41.58163 equinox='J2000' rem='AGN, MASIV, rfc_2013d Petrov, 2013, unpublished 1679 observations, RA-AO2-12' /
